구분	프로젝트	파일	라인	멤버	호출_문맥	캡처_변수	실행_스레드	호출_시점	예외_전달	위험도	변경_방법
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	136	Drilling.UI.Menu.Menus.CMenuMain.ProcessSummaryItems.set	SetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	141	Drilling.UI.Menu.Menus.CMenuMain.LifecycleItems.get	GetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	142	Drilling.UI.Menu.Menus.CMenuMain.LifecycleItems.set	SetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	147	Drilling.UI.Menu.Menus.CMenuMain.ScriptTaskStatusItems.get	GetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	148	Drilling.UI.Menu.Menus.CMenuMain.ScriptTaskStatusItems.set	SetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	153	Drilling.UI.Menu.Menus.CMenuMain.InspectionStatusItems.get	GetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	154	Drilling.UI.Menu.Menus.CMenuMain.InspectionStatusItems.set	SetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	159	Drilling.UI.Menu.Menus.CMenuMain.InspectionSummary.get	GetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	160	Drilling.UI.Menu.Menus.CMenuMain.InspectionSummary.set	SetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	165	Drilling.UI.Menu.Menus.CMenuMain.InspectionModeText.get	GetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	166	Drilling.UI.Menu.Menus.CMenuMain.InspectionModeText.set	SetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	171	Drilling.UI.Menu.Menus.CMenuMain.InspectionRuleText.get	GetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	172	Drilling.UI.Menu.Menus.CMenuMain.InspectionRuleText.set	SetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	177	Drilling.UI.Menu.Menus.CMenuMain.InspectionRuleVisibility.get	GetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	178	Drilling.UI.Menu.Menus.CMenuMain.InspectionRuleVisibility.set	SetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	183	Drilling.UI.Menu.Menus.CMenuMain.InterlockItems.get	GetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	184	Drilling.UI.Menu.Menus.CMenuMain.InterlockItems.set	SetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	197	Drilling.UI.Menu.Menus.CMenuMain.ScannerStatusItems.get	GetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	198	Drilling.UI.Menu.Menus.CMenuMain.ScannerStatusItems.set	SetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	207	Drilling.UI.Menu.Menus.CMenuMain.IsScannerStatusSelected.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	211	Drilling.UI.Menu.Menus.CMenuMain.ProcessStep.get	GetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	212	Drilling.UI.Menu.Menus.CMenuMain.ProcessStep.set	SetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	217	Drilling.UI.Menu.Menus.CMenuMain.ScriptStatus.get	GetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	218	Drilling.UI.Menu.Menus.CMenuMain.ScriptStatus.set	SetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	223	Drilling.UI.Menu.Menus.CMenuMain.ScriptStatusText.get	GetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	224	Drilling.UI.Menu.Menus.CMenuMain.ScriptStatusText.set	SetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	229	Drilling.UI.Menu.Menus.CMenuMain.ResultMessage.get	GetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	230	Drilling.UI.Menu.Menus.CMenuMain.ResultMessage.set	SetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	235	Drilling.UI.Menu.Menus.CMenuMain.TotalPointsText.get	GetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	236	Drilling.UI.Menu.Menus.CMenuMain.TotalPointsText.set	SetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	241	Drilling.UI.Menu.Menus.CMenuMain.MoveCountText.get	GetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	242	Drilling.UI.Menu.Menus.CMenuMain.MoveCountText.set	SetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	247	Drilling.UI.Menu.Menus.CMenuMain.LaserOnSegmentsText.get	GetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	248	Drilling.UI.Menu.Menus.CMenuMain.LaserOnSegmentsText.set	SetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	253	Drilling.UI.Menu.Menus.CMenuMain.EstimatedTimeText.get	GetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	254	Drilling.UI.Menu.Menus.CMenuMain.EstimatedTimeText.set	SetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	259	Drilling.UI.Menu.Menus.CMenuMain.ElapsedTimeText.get	GetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	260	Drilling.UI.Menu.Menus.CMenuMain.ElapsedTimeText.set	SetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	265	Drilling.UI.Menu.Menus.CMenuMain.ProgressText.get	GetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	266	Drilling.UI.Menu.Menus.CMenuMain.ProgressText.set	SetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	271	Drilling.UI.Menu.Menus.CMenuMain.ProgressPercentText.get	GetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	272	Drilling.UI.Menu.Menus.CMenuMain.ProgressPercentText.set	SetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	277	Drilling.UI.Menu.Menus.CMenuMain.ProgressPercent.get	GetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	278	Drilling.UI.Menu.Menus.CMenuMain.ProgressPercent.set	SetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	283	Drilling.UI.Menu.Menus.CMenuMain.ProcessResultValue.get	GetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	284	Drilling.UI.Menu.Menus.CMenuMain.ProcessResultValue.set	SetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	289	Drilling.UI.Menu.Menus.CMenuMain.ProcessResultBrush.get	GetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	290	Drilling.UI.Menu.Menus.CMenuMain.ProcessResultBrush.set	SetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	295	Drilling.UI.Menu.Menus.CMenuMain.ToggleSequenceStepUseCommand.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	296	Drilling.UI.Menu.Menus.CMenuMain.ToggleSequenceStepUseCommand.get	Argument	this	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	이름 있는 메서드 또는 명시적 반복문
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	298	Drilling.UI.Menu.Menus.CMenuMain.SelectParameterTabCommand.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	299	Drilling.UI.Menu.Menus.CMenuMain.SelectParameterTabCommand.get	Argument	this	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	이름 있는 메서드 또는 명시적 반복문
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	338	Drilling.UI.Menu.Menus.CMenuMain.Build(System.Threading.CancellationToken)	headAssignmentMap.Areas              .Select	recipePreview	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	중간	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	349	Drilling.UI.Menu.Menus.CMenuMain.Build(System.Threading.CancellationToken)	snapshot.HeadPreviews              .GroupBy	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	350	Drilling.UI.Menu.Menus.CMenuMain.Build(System.Threading.CancellationToken)	snapshot.HeadPreviews              .GroupBy(head => head.HeadNo)              .ToDictionary	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	350	Drilling.UI.Menu.Menus.CMenuMain.Build(System.Threading.CancellationToken)	snapshot.HeadPreviews              .GroupBy(head => head.HeadNo)              .ToDictionary	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	353	Drilling.UI.Menu.Menus.CMenuMain.Build(System.Threading.CancellationToken)	displayedHeadAreas              .Select	headStatusMap	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	중간	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	360	Drilling.UI.Menu.Menus.CMenuMain.Build(System.Threading.CancellationToken)	displayedHeadAreas              .Select	selectedHeadNos,headStatusMap	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	중간	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	526	Drilling.UI.Menu.Menus.CMenuMain.Apply(System.Collections.Generic.IReadOnlyList<Drilling.UI.Menu.Menus.ST_HEAD_PREVIEW>, System.Collections.Generic.IReadOnlyList<Drilling.UI.Menu.Menus.ST_HEAD_ASSIGNMENT_AREA>, Drilling.UI.Menu.Menus.ST_GLASS_PREVIEW_FRAME, string, System.Windows.Media.ImageSource?, System.Collections.Generic.IReadOnlyList<Drilling.UI.Menu.Menus.ST_CELL_PREVIEW_LABEL>, System.Collections.Generic.IReadOnlyList<Drilling.UI.Menu.Menus.ST_DISPLAY_ITEM>, System.Collections.Generic.IReadOnlyList<Drilling.UI.Menu.Menus.ST_DISPLAY_ITEM>, System.Collections.Generic.IReadOnlyList<Drilling.UI.Menu.Menus.ST_MAIN_PROCESS_SEQUENCE_ITEM>, System.Collections.Generic.IReadOnlyList<Drilling.UI.Menu.Menus.ST_DISPLAY_ITEM>, System.Collections.Generic.IReadOnlyList<Drilling.UI.Menu.Menus.ST_DISPLAY_ITEM>, System.Collections.Generic.IReadOnlyList<Drilling.UI.Menu.Menus.ST_DISPLAY_ITEM>, System.Collections.Generic.IReadOnlyList<Drilling.UI.Menu.Menus.ST_SCRIPT_TASK_STATUS_ITEM>, System.Collections.Generic.IReadOnlyList<Drilling.UI.Menu.Menus.ST_INSPECTION_STATUS_ITEM>, string, string, string, System.Windows.Visibility, System.Collections.Generic.IReadOnlyList<Drilling.UI.Menu.Menus.ST_INTERLOCK_ITEM>, System.Collections.Generic.IReadOnlyList<Drilling.UI.Menu.Menus.ST_HEAD_PARAMETER>, System.Collections.Generic.IReadOnlyList<Drilling.UI.Menu.Menus.ST_MAIN_PARAMETER_TAB_ITEM>, System.Collections.Generic.IReadOnlyList<Drilling.UI.Menu.Menus.ST_OPTIC_PARAMETER_GROUP>, System.Collections.Generic.IReadOnlyList<Drilling.UI.Menu.Menus.ST_OPTIC_HEAD_PARAMETER>, System.Collections.Generic.IReadOnlyList<Drilling.UI.Menu.Menus.ST_SCANNER_AXIS_STATUS_ITEM>, string, string, string, Drilling.Common.Station.ST_PROCESS_STATISTICS, string, Drilling.UI.Menu.CButtonCommand)	headPreviews              .Where	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	527	Drilling.UI.Menu.Menus.CMenuMain.Apply(System.Collections.Generic.IReadOnlyList<Drilling.UI.Menu.Menus.ST_HEAD_PREVIEW>, System.Collections.Generic.IReadOnlyList<Drilling.UI.Menu.Menus.ST_HEAD_ASSIGNMENT_AREA>, Drilling.UI.Menu.Menus.ST_GLASS_PREVIEW_FRAME, string, System.Windows.Media.ImageSource?, System.Collections.Generic.IReadOnlyList<Drilling.UI.Menu.Menus.ST_CELL_PREVIEW_LABEL>, System.Collections.Generic.IReadOnlyList<Drilling.UI.Menu.Menus.ST_DISPLAY_ITEM>, System.Collections.Generic.IReadOnlyList<Drilling.UI.Menu.Menus.ST_DISPLAY_ITEM>, System.Collections.Generic.IReadOnlyList<Drilling.UI.Menu.Menus.ST_MAIN_PROCESS_SEQUENCE_ITEM>, System.Collections.Generic.IReadOnlyList<Drilling.UI.Menu.Menus.ST_DISPLAY_ITEM>, System.Collections.Generic.IReadOnlyList<Drilling.UI.Menu.Menus.ST_DISPLAY_ITEM>, System.Collections.Generic.IReadOnlyList<Drilling.UI.Menu.Menus.ST_DISPLAY_ITEM>, System.Collections.Generic.IReadOnlyList<Drilling.UI.Menu.Menus.ST_SCRIPT_TASK_STATUS_ITEM>, System.Collections.Generic.IReadOnlyList<Drilling.UI.Menu.Menus.ST_INSPECTION_STATUS_ITEM>, string, string, string, System.Windows.Visibility, System.Collections.Generic.IReadOnlyList<Drilling.UI.Menu.Menus.ST_INTERLOCK_ITEM>, System.Collections.Generic.IReadOnlyList<Drilling.UI.Menu.Menus.ST_HEAD_PARAMETER>, System.Collections.Generic.IReadOnlyList<Drilling.UI.Menu.Menus.ST_MAIN_PARAMETER_TAB_ITEM>, System.Collections.Generic.IReadOnlyList<Drilling.UI.Menu.Menus.ST_OPTIC_PARAMETER_GROUP>, System.Collections.Generic.IReadOnlyList<Drilling.UI.Menu.Menus.ST_OPTIC_HEAD_PARAMETER>, System.Collections.Generic.IReadOnlyList<Drilling.UI.Menu.Menus.ST_SCANNER_AXIS_STATUS_ITEM>, string, string, string, Drilling.Common.Station.ST_PROCESS_STATISTICS, string, Drilling.UI.Menu.CButtonCommand)	headPreviews              .Where(head => head.HeadNo % 2 != 0)              .OrderBy	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
